SiCp_fraction,spindle_speed,feed_rate,depth_of_cut,tool_wear,vibration_rms,Ra
18.108904159657687,8241.844910800191,0.19599966219799408,0.5828867410233044,0.03690208370839749,0.2694473155392839,1.8437717691214244
38.275000724347066,7997.47257738842,0.08690239911974232,0.47557547212051593,0.018533599764585223,0.19890340874387408,1.6955520743283519
30.61978796339918,7056.92347501716,0.11932793887397725,0.7786991149183646,0.02137233024749944,0.13909312212643715,1.671668304464804
25.95304694689628,9643.600020608927,0.18265612737156367,0.33138707059054295,0.026260401536282965,0.24732835732201852,1.5931068651862854
10.460652415485278,8859.744963051773,0.146417868904896,0.5527138495993644,0.028328800092845358,0.18373562713665914,1.452163446780656
10.459808211767093,11194.205953944022,0.19771420772697879,0.6201260089941336,0.03180356282894897,0.21892549669049943,1.5054207395225407
7.032926425886981,6192.657482892349,0.24224158024457193,0.695338693607229,0.0329914026067145,0.12145305803478777,1.5155555611783809
35.31616510212273,9863.207565330758,0.0733093375430395,0.4441826182568043,0.05101447109387824,0.22631679790319845,1.8415182335591391
26.039025411012307,10577.693271069365,0.1919135432796122,0.612153144594489,0.05586158717434372,0.17471009778902485,1.7899241972051931
29.78254022286159,10556.919415129843,0.09606883112642291,0.3819208828305697,0.03779912873137204,0.16683794994369888,1.4194132565299953
5.720457300353086,11316.44380257315,0.13289534548151385,0.4612856554170922,0.09165667779286554,0.29598311575556024,1.5709328598272396
38.9468448256698,10374.202456976964,0.056572545159027966,0.7373762787220397,0.05978257510050592,0.18648612855204943,1.9224514274518838
34.13549242801476,11566.860369886177,0.07718147645853979,0.7699445655985726,0.08087292352300661,0.23560767562314683,2.0605025821655873
12.431868873739665,7995.939598925349,0.11395545780977995,0.6312904081563588,0.09318140491787591,0.2255455071147682,1.6253719077419801
11.36387385224852,9019.256500509258,0.118397161057597,0.4246111344657111,0.024682160311822472,0.12086071017703154,1.0114287503075394
11.419157844870185,6084.477979697344,0.2299170432924192,0.6920346739847985,0.048508703534407116,0.24958550741286323,1.842895878977413
15.64847850358382,6041.745523819747,0.19836258185330302,0.21552024903525213,0.048988936154314794,0.1646318406867153,1.3523906590795605
23.366475107128323,7440.759722709119,0.24443659363740822,0.26164754632365267,0.04190250253945188,0.25978790983934696,1.72671665018276
20.11807565247405,6604.843182834512,0.16981430206704812,0.5968242418252168,0.010801527989647595,0.2215281565230765,1.592143087022692
15.193019906931466,7561.268207614522,0.0983427464182636,0.3747491451620345,0.08343748970002855,0.1634182979906979,1.3908932526044075
26.414851315283283,7062.259767170384,0.11553100598432858,0.7708317310402868,0.020040338939851254,0.1712585920662142,1.7439857242014278
9.882285122821465,6171.120149031889,0.11396718465839342,0.4616363672553829,0.0995932538129583,0.24630147393327212,1.6139620834588553
15.225062698732636,11455.824878436297,0.11529886553265033,0.45761889223350627,0.07956626427200635,0.21001186302457636,1.4703008561437763
17.822664515279207,6049.338788333349,0.18459283462236314,0.6068477061145588,0.06220090158458631,0.23367020813426304,1.8263386872982472
20.962449447596256,10416.492866022512,0.15616158561808324,0.6605411373837138,0.023914577596743772,0.13166366421503767,1.5270682492689907
32.481158648755475,6912.887321517099,0.12708483561732886,0.48533524287508195,0.05638536742539224,0.25739533444568374,1.9121453284001337
11.988582375542592,11473.3777319976,0.07981795374574333,0.32840054102703453,0.033499786677202804,0.16407826378300694,1.0043502485747897
22.998205344476407,11356.775637539315,0.05442783258842918,0.6639851856353731,0.03270902720887626,0.22397225343153465,1.624491390748242
25.734509910171486,9923.406878215545,0.09376693551753852,0.3922107649241766,0.08465763244442369,0.12293596504840175,1.3734487222418348
6.62576444519992,10033.40489880363,0.07149428079373626,0.30506646157631456,0.04425799815634913,0.1642840482313934,0.9257096163654952
26.264069816550343,6032.034851818131,0.2070890061704479,0.578984113955008,0.050565142305172374,0.22977345861332835,1.9461259591973328
10.968344329055203,11909.229396681612,0.07249959156277708,0.25427220019421026,0.08586682640021065,0.15484122645805012,1.0932796751511487
7.2768057544847835,11266.995621454887,0.19484564746136723,0.7828116050516332,0.017901156314695833,0.27606243934996344,1.7117976278734723
38.210993803866664,11370.637354380553,0.12713173795521654,0.5794383586472822,0.06351560677819447,0.23224567988868408,1.8959725834781602
38.79712115760958,9955.467222305231,0.0646756779487552,0.7915373125530536,0.062039411323573414,0.2740556786593591,2.191974454438873
33.29390718407614,8068.721571927219,0.21254600988631717,0.40333605408718165,0.04826931123400078,0.17907814045022413,1.8682231413683208
15.661481921067974,11361.891894542885,0.16592611404732266,0.7827230967142389,0.08467971772816837,0.106797028524935,1.649302830495973
8.418523990223434,7749.101568907154,0.09715230257271462,0.2873373486371742,0.09486010552021235,0.21522799267102055,1.3777309836810219
28.94815592792549,9376.269260053217,0.22893623486653358,0.2244168634082171,0.05188022757222498,0.16783870054507447,1.4551958302385906
20.405337280886044,6598.385834063294,0.059051662774110295,0.21979043627276154,0.05105323458985598,0.18963767518447067,1.249212742432537
9.271338219567259,11531.733780796501,0.09036392163955259,0.4789222223595363,0.05518573567036703,0.23622204278454975,1.3303205258598385
22.331191853894456,6844.62274662728,0.20040938556117222,0.2498025184871569,0.07508116277497554,0.24013293341417433,1.6611356365408123
6.203598239032644,7349.380834382444,0.19187558606197785,0.507300730500561,0.07012542616290661,0.10551128297316309,1.3282441240031864
36.826214072757374,9348.80494876929,0.10785433874489561,0.3965003021053403,0.03005514542861984,0.2538605345679227,1.714399612060466
14.057299356000591,10584.558001277888,0.062404975070556624,0.4013773954844694,0.0157505813739409,0.19870378299121577,1.085790371164162
28.18827995238937,9716.107835617793,0.22161561444498878,0.581365397927102,0.09543287168351104,0.21133975466491,2.010632508757451
